Type,ID,Current Ships,Ship Production,Defense Factor,Owner,Grid Position,Year
System,1,0,7,0.72,Pirates,"(27, 2)",1
System,2,0,4,0.8,,"(15, 2)",1
System,3,0,8,0.75,Pirates,"(18, 11)",1
System,4,0,5,0.71,,"(31, 11)",1
System,5,0,3,0.79,,"(37, 5)",1
System,6,0,3,0.71,Pirates,"(24, 1)",1
System,7,0,7,0.95,Pirates,"(5, 1)",1
System,8,0,4,0.97,Pirates,"(15, 0)",1
System,9,0,4,0.7,,"(29, 9)",1
System,10,0,7,0.86,,"(36, 3)",1
System,11,0,7,0.98,,"(30, 5)",1
System,12,0,6,0.87,Pirates,"(14, 11)",1
System,13,0,8,0.86,,"(16, 5)",1
System,14,0,3,0.94,Pirates,"(24, 5)",1
System,15,0,1,0.83,,"(24, 14)",1
System,16,0,5,0.78,,"(4, 14)",1
System,17,0,6,0.92,Pirates,"(34, 5)",1
System,18,0,9,0.83,Pirates,"(39, 4)",1
System,19,0,3,0.98,,"(23, 3)",1
System,20,0,8,0.7,Pirates,"(36, 9)",1
System,21,0,10,0.71,,"(6, 0)",1
System,22,0,2,0.97,,"(12, 4)",1
System,23,0,6,0.99,,"(13, 4)",1
System,24,0,5,0.87,,"(11, 3)",1
System,25,0,1,0.79,,"(25, 7)",1
System,26,0,4,0.95,Pirates,"(11, 6)",1
System,27,0,5,0.87,Pirates,"(20, 12)",1
System,28,0,6,0.84,,"(15, 13)",1
System,29,0,4,0.72,,"(30, 6)",1
System,30,0,4,0.7,Pirates,"(26, 11)",1
System,31,0,1,0.97,,"(20, 9)",1
System,32,0,5,0.75,Pirates,"(38, 12)",1
System,33,0,6,0.73,Pirates,"(25, 1)",1
System,34,0,9,0.93,Pirates,"(33, 11)",1
System,35,0,4,0.86,,"(27, 1)",1
System,36,0,10,0.99,,"(32, 2)",1
System,37,0,6,0.7,Pirates,"(10, 0)",1
System,38,0,10,0.99,,"(25, 12)",1
System,39,0,10,0.79,,"(31, 8)",1
System,40,0,1,0.81,,"(9, 5)",1
System,41,0,2,0.86,,"(9, 13)",1
System,42,0,4,0.97,,"(36, 12)",1
System,43,0,1,0.87,,"(28, 13)",1
System,44,0,4,0.91,,"(8, 13)",1
System,45,0,7,0.9,,"(4, 8)",1
System,46,0,2,0.99,,"(15, 5)",1
System,47,0,1,0.77,,"(3, 3)",1
System,48,0,7,0.97,,"(37, 6)",1
System,49,0,6,0.96,,"(0, 0)",1
System,50,0,4,0.98,,"(7, 0)",1
System,51,0,4,0.97,,"(1, 11)",1
System,52,0,4,0.99,,"(33, 13)",1
System,53,0,10,0.9,,"(19, 8)",1
System,54,0,3,0.84,,"(32, 4)",1
System,55,0,3,0.96,,"(17, 3)",1
System,56,0,3,0.79,Pirates,"(11, 9)",1
System,57,0,3,0.93,,"(34, 12)",1
System,58,0,8,0.93,,"(30, 14)",1
System,59,0,9,0.88,,"(23, 13)",1
System,60,0,1,0.71,Pirates,"(15, 3)",1
System,61,0,2,0.92,,"(9, 10)",1
System,62,0,2,0.86,Pirates,"(39, 12)",1
System,63,0,2,0.77,,"(12, 11)",1
System,64,0,9,1.0,,"(8, 11)",1
System,65,0,10,0.89,Pirates,"(37, 4)",1
System,66,0,7,0.87,Pirates,"(10, 7)",1
System,67,0,10,0.73,,"(33, 5)",1
System,68,0,9,0.97,,"(35, 5)",1
System,69,0,2,0.98,Pirates,"(10, 5)",1
System,70,0,7,0.86,,"(37, 14)",1
System,71,0,8,0.94,Pirates,"(28, 14)",1
System,72,0,10,0.93,,"(23, 10)",1
System,73,0,5,0.85,,"(9, 12)",1
System,74,0,7,0.83,,"(30, 4)",1
System,75,0,3,0.82,Pirates,"(22, 8)",1
System,76,0,3,0.89,Pirates,"(9, 14)",1
System,77,0,1,0.79,,"(39, 8)",1
System,78,0,7,0.93,,"(0, 7)",1
System,79,0,3,0.73,,"(37, 11)",1
System,80,0,6,0.95,,"(18, 8)",1
